id,type_id,name,description,description2,review,viewed,published_date,slug,cbd,cbn,cbc,thc,thcv,imported,hasocs,rating,URL,leafly,lift.co,wikileaf
3668,2,"Critical Super Silver Haze,","Critical Super Silver Haze is a super strong sativa. Tons of THC give this strain a heck of a lot of strength, enough for an #energetic burst with a #happy feeling. The price might be partly due to the intense flavours found here, tons and tons of citrus. As with most sativa strains, definitely better for day-time shinannigans.","Critical Super Silver Haze is a purple-coloured sativa-dominant plant thatÃ¢â‚¬â„¢s densely coated with trichomes and has a slightly sweet and citrusy aroma, incense and mentholated wood notes and a hint of pungent varnish. This strain is grown indoors in B.C. by Canna Farms and features a terpene mix of linalool, beta- and trans-caryophyllene, limonene and myrcene. Critical Super Silver Haze has strong THC potency and is available as a 1 g pre-roll and a 3.5 g package of dried flower.",,1,0000-00-00,critical-super-silver-haze,0.1,0,0,16.8,0,1,1,0,https://canbii.com/strains/critical-super-silver-haze,https://www.leafly.com/sativa/super-silver-haze?cat=strain https://www.leafly.com/products/details/canna-farms-critical-super-silver-haze?q=critical-super-silver-haze&cat=product,https://lift.co/strains/canna-farms-critical-super-silver-haze,
3670,2,Rise,"Rise is a sativa-dominant hybrid that can be described as a fairly strong strain with a wide range of #positive and #energizing effects. As the name suggests, this is a great morning strain to start your day with great vibes and a lot of productivity. It's got a strong fruity flavour that compliments a complete breakfast.","Rise, by Toronto-native brand Tokyo Smoke, is a sativa-dominant hybrid which offers medium THC potency with little to no CBD content. The strain features a fresh herbaceous bouquet with sharp notes of pine derived from its main terpenes, Limonene and Linalool.",,1,0000-00-00,rise,0,0,0,23,0,1,1,0,https://canbii.com/strains/rise,,https://lift.co/strains/cove-rise,
3671,2,San Fernando Valley,"San Fernando Valley is also called SFV OG. A California founded sativa hybrid strain helps keep you off the couch while making you feel great #uplifting and #energizing effects. It's a little bit stronger than a medium strength strain, but still super smooth. The sweet and citrusy SFV OG will definitely make you #hungry so pick out a great place for brunch and help yourself.","San Fernando Valley from WeedMD is a sativa-dominant strain with a terpene mix of beta-caryophyllene, nerolidol, limonene, linalool and beta-pinene. It has strong THC potency and is grown in a southern Ontario hybrid greenhouse. San Fernando Valley is available in a 3.5 g package of dried flower.",,1,0000-00-00,san-fernando-valley,0,0,0,16.9,0,1,1,0,https://canbii.com/strains/san-fernando-valley,https://www.leafly.com/products/details/marks-organix-san-fernando-valley?q=san-fernando-valley&cat=product https://www.leafly.com/products/details/topleaf-canada-san-fernando-valley-sativa-organic-bc-weed-co?q=san-fernando-valley&cat=product https://www.leafly.com/products/details/marks-organix-san-fernando-valley-600mg-distillate-cartridge?q=san-fernando-valley&cat=product,https://lift.co/strains/weedmd-san-fernando-valley,
3673,1,Bali Kush,"A little bit of Bubba Kush mixed with Black Afghani and you'll end up in Bali? Bali Kush packs some serious strength for an indica-dominant hybrid strain. Potentially the best value in the OCS, this sweet strain will keep your appetite low, but still give you all of the great relaxing effects of an indica.","Bali Kush is a purple and green indica-dominant strain grown and hand-sorted in the Niagara Escarpment. It has very strong THC potency, and an earthy scent with musky, sweet overtones that come from its terpene mix of myrcene, beta-caryophyllene, bisabolol, humulene and limonene. Bali Kush is available pre-rolled and in three dried flower sizes.",,1,0000-00-00,bali-kush,1,0,0,22,0,1,1,0,https://canbii.com/strains/bali-kush,https://www.leafly.com/products/details/liiv-bali-kush?q=bali-kush&cat=product https://www.leafly.com/products/details/liiv-bali-kush-pre-rolls?q=bali-kush&cat=product,https://lift.co/strains/liiv-bali-kush,
3674,2,Easy Cheesy,Uniquely named Easy Cheesy is a sativa dominant hybrid with a strong kick. Try this strain towards the end of your day as you might still be able to stay #productive while bringing on the calming effects you love. It's a great strain for flavour with sharp cheddar and tangy notes.,"Easy Cheesy is a sativa-dominant strain with green buds thatÃ¢â‚¬â„¢s grown and hand-sorted in the Niagara Escarpment. It has very strong THC potency, and its terpene mix (myrcene, pinene, guaiol and limonene) contributes to the extra-old cheddar, musky, earthy aroma. Easy Cheesy is available pre-rolled and in three dried flower sizes.",,1,0000-00-00,easy-cheesy,1,0,0,20,0,1,1,0,https://canbii.com/strains/easy-cheesy,https://www.leafly.com/products/details/liiv-easy-cheesy?q=easy-cheesy&cat=product https://www.leafly.com/products/details/liiv-easy-cheesy-pre-rolls?q=easy-cheesy&cat=product,https://lift.co/strains/liiv-easy-cheesy,
3675,1,THC Indica Aces,"The Aces line comes in both sativa and indica varieties. For the indica, a great balance of THC and CBD give you a really cool mind and body buzz that end up making you super sleepy (not before you're super happy). This strain isn't usually smoked for the flavour, but rather the strength and ability to remain #functional.","This indica pre-roll pack has very strong THC potency, and its terpene profile includes alpha-pinene, myrcene, terpineol and guaiol.",,0,0000-00-00,indica,0,0,0,0,0,1,1,0,https://canbii.com/strains/indica,,,
3676,2,THC Sativa Aces,"Sativa Aces is the second of two strain in the Aces lineup. This strain is known for a fairly high strength and a great #recreational experience. A great all-day variety, this pure sativa can be combined with all sorts of fun outdoor activities on a sunny day. Expect to smile.","This sativa pre-roll pack has very strong THC potency, and its terpene profile includes alpha-pinene, myrcene, terpineol and guaiol.",,0,0000-00-00,sativa-pre-roll-pack,0,0,0,0,0,1,1,0,https://canbii.com/strains/sativa-pre-roll-pack,,,
3677,2,Saturday Night,"What are you looking for on your Saturday Night? If you want to jump into a #party, or just give yourself a great #uplift, try out the Saturday Night sativa dominant strain. You'll get a bit of CBD here as well so you'll get the mind, body and soul going at the same time. Not a lot of comment on flavour, lack of anything particular noteworthy in that area.","Saturday Night has medium THC potency and a terpene mix that includes beta- and trans-caryophyllene, and limonene.",,0,0000-00-00,saturday-night,1,0,0,14,0,1,1,0,https://canbii.com/strains/saturday-night,https://www.leafly.com/products/details/saturday-saturday-night?q=saturday-night&cat=product https://www.leafly.com/products/details/saturday-saturday-night-oil?q=saturday-night&cat=product https://www.leafly.com/products/details/saturday-saturday-night-pre-roll?q=saturday-night&cat=product,https://lift.co/strains/saturday-saturday-night-pre-roll,
3680,3,Elixir 1:1 MCT Oil Oral Spray,,"Hexo's 1:1 MCT Oil Oral Spray comes in a childproof spray bottle. This fully activated sublingual oil with muted cannabis terpenes has mild THC potency. ItÃ¢â‚¬â„¢s made with MCT oil, without the use of synthetic insecticides or pesticides. Each 15 ml bottle yields about 150 mists. ItÃ¢â‚¬â„¢s also available in peppermint flavour.",,1,0000-00-00,elixir,0,0,0,0,0,1,1,0,https://canbii.com/strains/elixir,,,
3681,3,Fleur de Lune Intimate Spray,,HexoÃ¢â‚¬â„¢s Fleur de Lune THC-infused oil for intimate use comes in a spray bottle. ItÃ¢â‚¬â„¢s formulated using a proprietary CO2 extraction of a greenhouse-grown hybrid strain and has mild THC potency. The terpenes in the fully activated oil are muted to remove the aroma. Each 30 ml bottle yields about 300 mists.,,1,0000-00-00,fleur-de-lune-intimate,1 mg/ml,0,0,10 mg/ml,0,1,1,0,https://canbii.com/strains/fleur-de-lune-intimate,https://www.leafly.com/products/details/hexo-fleur-de-lune-intimate-spray?q=fleur-de-lune-intimate&cat=product,https://lift.co/oils/hydropothecary-fleur-de-lune-intimate-spray,
3685,0,Reign Drops - 30:0,,"With a 30:0 ratio of THC to CBD, Reign Drops by Redecan is a blend of greenhouse-grown cannabis with a strong THC potency. Formulated in Niagara, Ontario, this oil is put through a state-of-the-art ethanol extraction process and diluted to optimal concentration. Reign Drops is available in a 40 ml bottle. All oil products sold at OCS.ca are meant for ingestion only. DO NOT smoke or vape these oils. Use as directed.",,1,0000-00-00,reign-drops,0,0,0,0,0,1,1,0,https://canbii.com/strains/reign-drops,,,
3692,3,Ace Valley CBD Pre-Roll Pack 1.5 g,,"FlowrÃ¢â‚¬â„¢s Ace Valley CBD is an indoor-grown hybrid from the Okanagan Valley in B.C. It has a purple colouring with a thick layer of orange, red and blue hairs, very mild THC potency and an earthy taste with fruity undertones created by the myrcene, trans-caryophyllene, alpha-pinene, terpinene and nerolidol in its terpene profile. ItÃ¢â‚¬â„¢s hand-trimmed, hang-dried and available as 3.5 g, and 7 g of dried flower.",,1,0000-00-00,ace-valley,0,0,0,0,0,1,1,0,https://canbii.com/strains/ace-valley,,,
3693,1,Rest,,"Rest from Cove is an indoor-grown indica-dominant strain with strong THC potency. Its pink and green buds are hand-trimmed and non-irradiated, and its terpene profile, featuring limonene and linalool, returns a mix of citrusy, earthy and vanilla flavours. It's available in three dried flower sizes and pre-rolls.",,0,0000-00-00,rest,0,0,0,24,0,1,1,0,https://canbii.com/strains/rest,,https://lift.co/strains/cove-rest,
3694,3,1:1 Capsules,,"The oil in liivÃ¢â‚¬â„¢s vegan cannabis oil capsules is extracted using CO2 extraction technology. The greenhouse-grown hybrid strain used in the oil has a myrcene, beta-caryophyllene, linalool, humulene and limonene terpene mix, and itÃ¢â‚¬â„¢s combined with grape seed oil and modified palm kernel oil to deliver a consistent 1:1 THC to CBD ratio. ItÃ¢â‚¬â„¢s available in 15-capsule bottles and has very mild THC potency.",,1,0000-00-00,1-1-capsules,0,0,0,0,0,1,1,0,https://canbii.com/strains/1-1-capsules,,,
3695,0,Earth Oil,,"Irisa Earth Oil is a blended formulation with a 3:5 ratio of THC to CBD, and itÃ¢â‚¬â„¢s made with the ethanol extraction method. The terpenes have been removed from this oil, which has very mild THC potency. It comes in 30 ml bottles, and the indoor-grown strain is also available in pre-rolled packs of three. All oil products sold at OCS.ca are for ingestion only. DO NOT smoke or vape these oils. Use as directed.",,1,0000-00-00,earth,0,0,0,0,0,1,1,0,https://canbii.com/strains/earth,,,
3696,1,Highlands Softgels 10 mg,,"Highlands cannabis softgels are made with CO2 extract from a greenhouse-grown indica-dominant hybrid strain with Afghan ancestry, and are formulated with non-GMO liquid coconut oil, gelatin and glycerine. They have mild THC potency, and theyÃ¢â‚¬â„¢re available in 15- and 60-capsule bottles.",,1,0000-00-00,highlands,0.7 mg/ml,0,0,2.5 mg/ml,0,1,1,0,https://canbii.com/strains/highlands,,https://lift.co/strains/tweed-highlands,
3697,0,Moon Oil,,"Irisa Moon Oil is a terpene-free oil with very mild THC potency. This indoor-grown strain is made using the ethanol extraction method. It comes in 30 ml bottles, and is also available in pre-rolled packs of three. All oil products sold at OCS.ca are for ingestion only. DO NOT smoke or vape these oils. Use as directed.",,1,0000-00-00,moon,12,0,0,8,0,1,1,0,https://canbii.com/strains/moon,https://www.leafly.com/products/details/up-cannabis-moon?cat=product,https://lift.co/strains/up-moon,
3698,3,Penelope Softgels 2.5 mg,,"Penelope cannabis softgels are made with CO2 extract from a hybrid strain (grown in a hybrid greenhouse) and formulated with non-GMO liquid coconut oil, gelatin and glycerine. They have very mild THC potency and are available in 15- and 60-capsule bottles.",,1,0000-00-00,penelope,0,0,0,0,0,1,1,0,https://canbii.com/strains/penelope,,,
3699,2,Sativa Oil,,"The THC in EdisonÃ¢â‚¬â„¢s Sativa Oil is ethanol-extracted from indoor-grown sativa-dominant cannabis, and is formulated with organic sunflower oil. It features beta-caryophyllene in its terpene profile for a spicy, woodsy taste. The oil has mild THC potency and comes in 25 ml bottles. All oil products sold at OCS.ca are for ingestion only. DO NOT smoke or vape these oils. Use as directed.",,1,0000-00-00,sativa-oil-1,0,0,0,0,0,1,1,0,https://canbii.com/strains/sativa-oil-1,,,
3700,0,Stars Oil,,"Irisa Stars Oil is a blended formulation with a 4:3 ratio of THC to CBD, and itÃ¢â‚¬â„¢s made with the ethanol extraction method. The terpenes have been removed from this oil, which has very mild THC potency. It comes in 30 ml bottles, and the indoor-grown strain is also available as a massage oil and in pre-rolled packs of three. All oil products sold at OCS.ca are for ingestion only. DO NOT smoke or vape these oils. Use as directed.",,1,0000-00-00,stars,0,0,0,0,0,1,1,0,https://canbii.com/strains/stars,,,
3701,0,Sun Oil,,"Irisa Sun Oil is a blended formulation with a 3:13 ratio of THC to CBD, and itÃ¢â‚¬â„¢s made with the ethanol extraction method. The terpenes have been removed from this oil, which has very mild THC potency. It comes in 30 ml bottles, and the indoor-grown strain is also available in pre-rolled packs of three. All oil products sold at OCS.ca are for ingestion only. DO NOT smoke or vape these oils. Use as directed.",,1,0000-00-00,sun,0,0,0,0,0,1,1,0,https://canbii.com/strains/sun,,,
3702,3,THC Capsules,,"The oil in liivÃ¢â‚¬â„¢s THC vegan cannabis oil capsules is extracted using CO2 extraction technology. The greenhouse-grown hybrid strain used in the oil has a beta-caryophyllene, humulene, linalool and limonene terpene mix, and itÃ¢â‚¬â„¢s combined with grape seed oil and modified palm kernel oil. ItÃ¢â‚¬â„¢s available in 15-capsule bottles and has mild THC potency.",,1,0000-00-00,thc-capsules,0,0,0,0,0,1,1,0,https://canbii.com/strains/thc-capsules,,,
3703,0,Unplug Oil,,"The Solei Unplug cannabis this oil is made with is sun-grown in an eco-friendly greenhouse. The oil has mild THC potency, and its terpenes have been removed. ItÃ¢â‚¬â„¢s available in 30 ml bottles. All oil products sold at OCS.ca are for ingestion only. DO NOT smoke or vape these oils. Use as directed.",1,5,0000-00-00,unplug,1,0,0,24.7,0,1,1,4.98,https://canbii.com/strains/unplug,https://www.leafly.com/products/details/solei-unplug?q=unplug&cat=product https://www.leafly.com/products/details/solei-unplug-oil?q=unplug&cat=product https://www.leafly.com/products/details/solei-unplug-pre-roll?q=unplug&cat=product,https://lift.co/strains/solei-unplug,
